%time,field.header.seq,field.header.stamp,field.header.frame_id,field.Latitude,field.Longitude,field.Altitude,field.UTM_Easting,field.UTM_Northing,field.Zone,field.Letter
1644356245954273424,201,1644356245953474998,,42.34079666666667,-71.098115,11.3,327165.6877299709,4689747.53961935,19,T
1644356246959992128,202,1644356246959211349,,42.34079666666667,-71.098115,11.3,327165.6877299709,4689747.53961935,19,T
1644356247955339090,203,1644356247954568624,,42.34079666666667,-71.098115,11.3,327165.6877299709,4689747.53961935,19,T
1644356248956052711,204,1644356248955200672,,42.34079666666667,-71.098115,11.3,327165.6877299709,4689747.53961935,19,T
1644356249954240947,205,1644356249953448534,,42.34079666666667,-71.098115,11.3,327165.6877299709,4689747.53961935,19,T
1644356250974661185,206,1644356250973842859,,42.34079666666667,-71.098115,11.3,327165.6877299709,4689747.53961935,19,T
1644356251949814929,207,1644356251949010610,,42.34079666666667,-71.098115,11.3,327165.6877299709,4689747.53961935,19,T
1644356252966276135,208,1644356252965540885,,42.34079666666667,-71.098115,11.3,327165.6877299709,4689747.53961935,19,T
1644356253954661501,209,1644356253953882932,,42.34079666666667,-71.098115,11.3,327165.6877299709,4689747.53961935,19,T
1644356254955670393,210,1644356254954855918,,42.34079666666667,-71.098115,11.3,327165.6877299709,4689747.53961935,19,T
1644356255972362342,211,1644356255971567153,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356256972333706,212,1644356256971612930,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356257964422768,213,1644356257963691711,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356258948778276,214,1644356258947969436,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356259958024780,215,1644356259957197666,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356260971957318,216,1644356260971081972,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356261954152757,217,1644356261953285217,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356262975989437,218,1644356262975229978,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356263956136679,219,1644356263955352783,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356264972959483,220,1644356264972138166,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356265954492273,221,1644356265953698158,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356266955981940,222,1644356266955130100,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356267974629717,223,1644356267973898649,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356268974221524,224,1644356268973402976,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356269954769378,225,1644356269953976631,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356270955420889,226,1644356270954672813,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356271977260448,227,1644356271976458072,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356272973784231,228,1644356272972983121,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356273972535440,229,1644356273971745252,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356274969906639,230,1644356274969108819,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356275960362536,231,1644356275959562301,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356276967694263,232,1644356276966945886,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356277957731373,233,1644356277956894397,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356278977716353,234,1644356278976846933,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356279977198947,235,1644356279976318836,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356280960019065,236,1644356280959196090,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356281953158578,237,1644356281952325105,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356282958889287,238,1644356282958069086,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356283959228696,239,1644356283958417654,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356284959060291,240,1644356284958312034,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356285957732139,241,1644356285956913232,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356286954889313,242,1644356286954091310,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
1644356287958747566,243,1644356287957939624,,42.340795,-71.098115,11.3,327165.68316326826,4689747.354548515,19,T
